price,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,Date,sqft_li_lot,avec_sans_bas
525000,2340,35021,1,2340,0,1986,8/26/2014,0.066817053,0
427000,1830,65340,1,1520,310,1991,6/16/2014,0.028007346,1
299990,1870,8541,2,1870,0,1989,9/8/2014,0.218943918,0
280000,1580,7918,2,1580,0,1994,4/21/2015,0.19954534,0
600000,2260,10153,2,2260,0,1987,6/23/2014,0.222594307,0
850000,2940,10809,2,2940,0,1992,3/18/2015,0.271995559,0
280000,1370,22326,2,1370,0,1993,8/12/2014,0.061363433,0
561000,2120,5277,2,2120,0,2005,3/18/2015,0.401743415,0
290000,2360,8764,2,2360,0,1991,2/12/2015,0.269283432,0
630000,2900,46609,2,2900,0,1987,2/17/2015,0.062219743,0
306000,1870,5874,2,1870,0,2005,5/16/2014,0.31835206,0
450000,1990,12793,2,1990,0,1993,7/7/2014,0.155553818,0
575000,2270,9600,2,2270,0,1990,11/5/2014,0.236458333,0
378000,2130,8404,2,2130,0,1991,3/19/2015,0.253450738,0
629950,1680,1620,2,1120,560,2014,3/24/2015,1.037037037,1
375000,1330,816,3,1330,0,2004,7/16/2014,1.629901961,0
725000,2810,6300,2,2810,0,2001,5/1/2015,0.446031746,0
394950,2050,8172,2,2050,0,2002,4/27/2015,0.250856583,0
256750,1990,8991,1,1570,420,1969,5/21/2014,0.221332444,1
535000,1690,9626,2,1690,0,1984,6/2/2014,0.175566175,0
256000,1570,5113,1,1090,480,1996,1/2/2015,0.307060434,1
375000,1580,5725,2,1580,0,2004,10/30/2014,0.275982533,0
850000,3120,12406,2,1940,1180,1983,2/17/2015,0.251491214,1
350000,2010,14298,2,2010,0,1977,5/13/2014,0.140579102,0
442250,2170,8169,2,2170,0,2003,1/27/2015,0.265638389,0
394000,1370,4400,1,1370,0,1988,8/22/2014,0.311363636,0
355000,1810,3192,1,1070,740,2001,11/19/2014,0.567042607,1
725000,2620,28703,1,2620,0,1985,12/11/2014,0.091279657,0
358500,2000,8057,1,1360,640,1998,3/26/2015,0.248231352,1
295000,1560,4200,2,1560,0,2003,5/25/2014,0.371428571,0
329950,1820,8085,2,1820,0,1983,6/20/2014,0.225108225,0
874000,1350,941,3,1350,0,2007,4/1/2015,1.434643996,0
370000,1780,4050,2,1780,0,2001,5/26/2014,0.439506173,0
495000,2577,156816,2,2577,0,2000,4/15/2015,0.016433272,0
650000,2320,5284,2,2320,0,2004,3/23/2015,0.439061317,0
299880,1460,3044,2,1460,0,2000,7/9/2014,0.479632063,0
568000,1740,1308,3,1740,0,2008,4/10/2015,1.330275229,0
560000,2070,12708,2,2070,0,1996,6/4/2014,0.162889518,0
394000,1680,4075,2,1680,0,2008,10/20/2014,0.412269939,0
315000,1260,2767,2,1260,0,1999,7/29/2014,0.455366823,0
751000,3380,9528,2,3380,0,1994,11/18/2014,0.354743913,0
440500,1600,3172,2,1600,0,2002,10/24/2014,0.504413619,0
470000,2120,2374,2,1770,350,2005,9/22/2014,0.893007582,1
199000,1750,6725,1,1330,420,1993,2/11/2015,0.260223048,1
405000,2160,10200,1,1360,800,1978,4/13/2015,0.211764706,1
543000,1540,1256,3,1540,0,2004,7/29/2014,1.22611465,0
497000,2630,4611,2,2630,0,2001,3/25/2015,0.57037519,0
398500,1630,1971,2,1630,0,1996,2/17/2015,0.826991375,0
760000,2050,15020,1,1600,450,1960,7/21/2014,0.136484687,1
210000,1610,6732,2,1610,0,1994,5/6/2015,0.239156269,0
349950,2140,7715,2,2140,0,1991,8/25/2014,0.277381724,0
825000,3760,5260,2,3230,530,2002,10/28/2014,0.714828897,1
589000,2940,4799,1,1710,1230,1996,9/3/2014,0.612627631,1
299999,2380,9719,2,2380,0,2001,4/10/2015,0.244881161,0
560000,1960,6058,2,1960,0,2002,7/9/2014,0.323539122,0
820000,2510,5503,2,2510,0,1995,5/28/2014,0.456114846,0
355000,1880,5290,1,1250,630,1974,12/1/2014,0.355387524,1
398750,2230,4000,2,2230,0,1954,5/5/2014,0.5575,0
472000,1180,1262,3,1180,0,2010,6/17/2014,0.935023772,0
948000,3510,9824,2,3510,0,2002,4/21/2015,0.357288274,0
550000,2080,7749,2,2080,0,1988,9/16/2014,0.268421732,0
550000,1840,3035,1,920,920,1926,6/2/2014,0.606260297,1
665000,2610,35000,2,2610,0,1988,6/27/2014,0.074571429,0
244000,1470,9337,2,1470,0,1991,11/3/2014,0.157438149,0
319950,1700,7000,2,1700,0,1996,3/2/2015,0.242857143,0
255000,1720,6194,2,1720,0,1998,6/27/2014,0.277688085,0
530000,1365,1090,3,1315,50,2003,10/27/2014,1.252293578,1
299950,1780,4650,2,1780,0,2011,9/11/2014,0.382795699,0
260000,1500,7401,2,1500,0,1998,4/14/2015,0.202675314,0
319950,2240,7500,2,2240,0,1985,4/10/2015,0.298666667,0
500000,2270,5654,2,2270,0,1999,3/12/2015,0.401485674,0
498688,1910,5600,2,1910,0,1989,9/23/2014,0.341071429,0
339950,1730,4286,2,1730,0,1999,4/22/2015,0.403639757,0
541900,1880,3054,2,1880,0,1988,4/20/2015,0.615586117,0
255000,1610,6176,2,1610,0,1994,6/5/2014,0.260686528,0
466800,1480,14250,2,1480,0,1996,6/5/2014,0.103859649,0
374900,2480,4950,2,2480,0,2004,4/29/2015,0.501010101,0
522500,2370,7875,2,2370,0,2003,5/16/2014,0.300952381,0
571000,2510,5186,2,2510,0,2001,11/17/2014,0.483995372,0
872750,2870,13695,2,2870,0,1991,4/28/2015,0.209565535,0
509950,1880,4668,2,1880,0,1993,8/6/2014,0.402742074,0
440000,2230,5800,2,2230,0,2004,9/15/2014,0.384482759,0
738000,2620,9112,2,2620,0,1995,12/29/2014,0.287532924,0
389950,1700,6396,2,1700,0,2003,9/23/2014,0.265791119,0
435000,2370,6082,2,2370,0,2004,8/4/2014,0.389674449,0
247000,1510,10875,1,1150,360,1990,1/2/2015,0.138850575,1
432500,2240,6396,2,2240,0,2002,6/2/2014,0.350218887,0
420000,2140,3821,2,2140,0,2005,6/24/2014,0.560062811,0
531000,2120,9736,2,2120,0,1988,6/12/2014,0.217748562,0
617000,1910,4488,2,1910,0,1998,9/23/2014,0.425579323,0
216300,1650,5000,2,1650,0,1985,11/25/2014,0.33,0
505000,2340,5957,2,2340,0,1995,6/10/2014,0.392815175,0
315000,2240,6097,2,2240,0,2002,12/18/2014,0.3673938,0
471000,2030,2805,2,1720,310,2001,6/6/2014,0.723707665,1
310000,2370,6752,2,2370,0,1994,8/26/2014,0.351007109,0
400000,2080,7877,2,2080,0,1987,4/23/2015,0.264059921,0
300000,1590,3381,2,1590,0,2000,8/27/2014,0.470275067,0
490000,2080,12032,2,2080,0,1978,2/24/2015,0.17287234,0
289000,2090,4700,2,2090,0,2002,5/20/2014,0.444680851,0
595000,2030,5100,2,2030,0,2008,11/14/2014,0.398039216,0
429000,2420,49928,2,1860,560,1985,5/21/2014,0.048469797,1
560000,1960,9686,1,1460,500,1989,7/16/2014,0.202353913,1
749000,2670,10338,2,2670,0,1987,6/5/2014,0.258270459,0
260000,1520,6298,2,1520,0,1986,11/14/2014,0.241346459,0
615000,1910,3427,2,1910,0,2001,7/17/2014,0.55733878,0
324500,1590,4108,2,1590,0,2003,4/9/2015,0.387049659,0
525000,2700,7434,2,2700,0,1991,5/15/2014,0.363196126,0
349950,1700,7496,2,1700,0,1994,5/15/2014,0.22678762,0
400000,2120,3757,2,2120,0,2006,3/13/2015,0.564280011,0
450000,1670,2589,2,1670,0,2000,8/13/2014,0.645036694,0
604000,3240,33151,2,3240,0,1995,5/2/2014,0.097734608,0
670000,2050,6420,1,1730,320,1956,6/12/2014,0.319314642,1
660000,2590,35640,1,2590,0,1987,4/1/2015,0.072671156,0
1289000,2190,11394,1,1550,640,1956,6/23/2014,0.192206424,1
595000,2250,8300,2,2250,0,2003,2/25/2015,0.271084337,0
539500,3080,12476,2,3080,0,1990,6/6/2014,0.246873998,0
433500,2200,3360,2,2200,0,2009,5/19/2014,0.654761905,0
297000,1840,8234,2,1840,0,1994,8/14/2014,0.223463687,0
485000,1580,6065,2,1580,0,1985,6/13/2014,0.260511129,0
618080,2030,6500,2,2030,0,1988,5/7/2014,0.312307692,0
445000,2790,16173,2,2790,0,1988,12/23/2014,0.172509738,0
583800,2480,6600,2,2480,0,2002,7/28/2014,0.375757576,0
640000,2370,11172,2,2370,0,1993,6/3/2014,0.212137487,0
495500,2010,57934,1,2010,0,1978,3/25/2015,0.034694653,0
2000000,3490,21064,1,2290,1200,1968,4/22/2015,0.16568553,1
670000,1800,4763,2,1240,560,1985,10/20/2014,0.37791308,1
435000,1600,2375,2,1600,0,2005,7/18/2014,0.673684211,0
370000,2490,4244,2,2490,0,2005,8/28/2014,0.58671065,0
676000,2240,3825,2,2240,0,1995,12/11/2014,0.585620915,0
261500,1740,6992,2,1740,0,1990,7/21/2014,0.248855835,0
562500,2030,7549,1,2030,0,1988,3/10/2015,0.268909789,0
258500,1800,9000,2,1800,0,1983,12/18/2014,0.2,0
515000,2600,4506,2,2600,0,2003,6/30/2014,0.577008433,0
575000,1760,2320,2,1760,0,1994,1/25/2015,0.75862069,0
475200,1670,3980,2,1670,0,2000,8/11/2014,0.41959799,0
340000,2170,9798,2,2170,0,1995,7/30/2014,0.22147377,0
450000,2880,426452,2,2880,0,1979,5/7/2015,0.006753398,0
560000,2840,216493,2,2840,0,1991,9/18/2014,0.013118207,0
535000,1970,6634,2,1970,0,1989,4/23/2015,0.29695508,0
310000,1780,6771,1,1230,550,1990,6/10/2014,0.262885837,1
433200,2075,16200,2,2075,0,2002,8/7/2014,0.12808642,0
400000,2970,23100,1,1510,1460,1967,6/24/2014,0.128571429,1
599000,2970,23100,1,1510,1460,1967,2/10/2015,0.128571429,1
542000,1990,15985,1,1540,450,1964,9/23/2014,0.124491711,1
718000,2070,7200,2,2070,0,2001,9/9/2014,0.2875,0
349000,1430,1002,3,1430,0,2002,6/11/2014,1.427145709,0
305000,2030,8000,2,2030,0,1997,5/5/2015,0.25375,0
737000,2300,7800,2,2300,0,1997,5/5/2015,0.294871795,0
339950,2390,34041,1,1840,550,1984,7/2/2014,0.070209453,1
280000,1600,6700,2,1600,0,1991,3/25/2015,0.23880597,0
399950,1510,7300,1,1040,470,1974,5/11/2015,0.206849315,1
340000,2240,6000,2,2240,0,2003,2/17/2015,0.373333333,0
330000,2210,7557,2,2210,0,1989,6/11/2014,0.292444092,0
345000,1360,1489,2,1360,0,2007,7/29/2014,0.913364674,0
490000,3080,7363,2,3080,0,2006,10/10/2014,0.418307755,0
300000,2080,9827,2,2080,0,1989,5/29/2014,0.211661748,0
245000,1460,11593,2,1460,0,1989,10/9/2014,0.125938066,0
270000,1350,1189,2,1080,270,2007,3/24/2015,1.135407906,1
585000,2060,10839,2,2060,0,1987,3/16/2015,0.190054433,0
309950,1880,7838,2,1880,0,1994,5/5/2014,0.239857106,0
825000,3280,26413,1,2670,610,1985,11/11/2014,0.124181274,1
266950,1920,4803,2,1920,0,2005,10/15/2014,0.399750156,0
375000,1670,7740,1,1130,540,1974,12/19/2014,0.215762274,1
2250000,3420,8700,1,2890,530,1951,2/4/2015,0.393103448,1
815000,3400,12442,2,3400,0,2001,2/14/2015,0.273267963,0
868500,2920,3942,3,2920,0,2008,5/8/2014,0.740740741,0
482500,1690,3068,2,1690,0,2005,1/5/2015,0.550847458,0
445830,1870,5449,2,1870,0,2003,5/27/2014,0.343182235,0
549950,2080,8690,1,1430,650,1974,9/10/2014,0.239355581,1
319950,1980,9907,2,1980,0,1991,9/16/2014,0.199858686,0
256900,1720,3951,2,1720,0,1992,5/5/2015,0.435332827,0
570000,2420,11953,1,2420,0,1990,11/21/2014,0.202459634,0
548000,2110,4099,2,2110,0,2001,6/3/2014,0.514759697,0
530000,1950,9906,2,1950,0,1988,5/30/2014,0.196850394,0
490000,1930,7266,2,1930,0,2005,7/15/2014,0.265620699,0
395000,2300,8938,2,2300,0,1989,3/11/2015,0.257328261,0
265000,1780,6527,2,1780,0,1989,7/22/2014,0.272713345,0
499950,1520,2208,2,1040,480,2007,6/4/2014,0.688405797,1
279000,1920,7779,2,1920,0,1989,3/26/2015,0.246818357,0
602000,1640,3804,2,1640,0,1998,7/14/2014,0.431125131,0
293500,1610,5024,2,1610,0,2004,3/27/2015,0.320461783,0
1275000,3870,46609,2,3870,0,1997,7/7/2014,0.083031174,0
260000,1850,7875,1,1250,600,1968,12/1/2014,0.234920635,1
781000,1920,1896,3,1920,0,2000,3/4/2015,1.012658228,0
964000,3630,9475,2,3630,0,1999,4/30/2015,0.383113456,0
270000,1808,19200,1,1808,0,2005,9/17/2014,0.094166667,0
417000,2040,11211,2,2040,0,2000,4/8/2015,0.181964142,0
685000,2810,7700,2,2810,0,2001,5/27/2014,0.364935065,0
452500,2240,7791,2,2240,0,2002,10/9/2014,0.287511231,0
462608,2010,2778,2,1390,620,2014,8/20/2014,0.723542117,1
510000,1890,5929,2,1890,0,1993,2/6/2015,0.318772137,0
749950,2770,10773,2,2770,0,1992,5/20/2014,0.257124292,0
535000,2400,12546,1,2400,0,1983,10/6/2014,0.191296031,0
520000,1480,1165,3,1480,0,2006,10/3/2014,1.270386266,0
530000,2160,9063,2,2160,0,1992,2/19/2015,0.238331678,0
461000,1690,3026,2,1690,0,2002,2/19/2015,0.55849306,0
452000,1690,4000,2,1690,0,2004,11/23/2014,0.4225,0
415000,1060,1536,2,1060,0,2000,6/27/2014,0.690104167,0
289950,1870,1436,2,1870,0,2004,12/22/2014,1.302228412,0
372000,1710,5633,2,1710,0,1981,10/28/2014,0.303568258,0
432500,1340,8867,2,1340,0,1984,9/9/2014,0.151122138,0
1080000,3720,11610,2,3720,0,1982,5/12/2014,0.320413437,0
600000,3240,8016,2,2910,330,2004,6/26/2014,0.404191617,1
249900,1630,7700,1,1120,510,1978,6/26/2014,0.211688312,1
1475000,2570,5000,2,2570,0,1984,4/21/2015,0.514,0
905000,3450,48787,2,3450,0,1987,4/1/2015,0.070715559,0
528000,2020,5613,2,2020,0,2003,7/21/2014,0.359878853,0
530000,2480,7480,2,2480,0,1992,8/25/2014,0.331550802,0
290000,2200,4240,2,2200,0,2003,2/18/2015,0.518867925,0
299000,1590,3121,2,1590,0,1994,7/28/2014,0.509452099,0
635000,3350,4007,2,2550,800,2005,6/30/2014,0.836036935,1
289950,1960,3480,2,1960,0,2004,5/31/2014,0.563218391,0
479950,2780,6000,2,2780,0,2004,3/30/2015,0.463333333,0
469900,2270,4399,2,2270,0,2007,4/6/2015,0.51602637,0
655000,2370,7916,2,2370,0,1990,4/23/2015,0.299393633,0
575000,3240,33661,2,3240,0,2001,7/29/2014,0.096253825,0
557000,2280,18241,1,960,1320,1995,2/12/2015,0.124993147,1
265000,1410,2500,2,1410,0,2006,9/8/2014,0.564,0
766000,2270,9822,2,2270,0,1988,8/29/2014,0.231113826,0
270000,1430,8470,1,1190,240,1992,4/29/2015,0.168831169,1
325000,2260,8120,2,2260,0,2004,2/18/2015,0.278325123,0
599950,1970,106722,1,1970,0,1985,4/1/2015,0.018459174,0
464000,1770,5146,2,1770,0,1992,2/26/2015,0.343956471,0
695000,2550,45254,2,2550,0,2001,6/10/2014,0.05634861,0
320000,1680,4584,2,1680,0,2003,9/17/2014,0.366492147,0
384000,1700,4000,2,1700,0,2003,5/20/2014,0.425,0
325000,2070,8337,2,2070,0,1997,6/13/2014,0.248290752,0
447500,2320,15024,2,2320,0,1990,7/22/2014,0.154419595,0
950000,3080,8448,2,3080,0,2000,8/27/2014,0.364583333,0
380000,1880,6047,2,1880,0,1993,3/18/2015,0.310897966,0
365000,2190,5091,2,2190,0,2004,8/8/2014,0.43017089,0
306000,2588,5702,2,2588,0,2008,3/17/2015,0.453875833,0
499950,2370,12753,2,2370,0,2001,6/5/2014,0.185838626,0
850000,2650,2387,2,1830,820,1920,6/30/2014,1.110180142,1
699000,2680,5497,2,2680,0,2001,8/27/2014,0.487538657,0
467000,1990,4978,2,1990,0,2004,10/29/2014,0.399758939,0
550000,2080,2625,2,2080,0,2006,4/1/2015,0.792380952,0
480000,2200,4692,2,2200,0,2005,4/3/2015,0.468883205,0
698000,2580,4636,2,2580,0,2006,8/13/2014,0.556514236,0
425000,1960,4709,2,1960,0,2003,9/11/2014,0.416224251,0
420000,1770,3993,2,1770,0,1999,10/8/2014,0.443275733,0
485000,1680,7385,2,1680,0,1988,1/5/2015,0.227488152,0
277500,2620,4558,2,2620,0,2010,11/18/2014,0.574813515,0
420000,1970,3667,2,1970,0,2004,3/25/2015,0.537223889,0
575000,1960,9535,2,1960,0,1989,5/6/2015,0.205558469,0
575000,2070,3599,2,2070,0,1999,8/5/2014,0.575159767,0
315000,1950,9618,2,1950,0,1992,9/22/2014,0.202744853,0
289000,1970,9607,2,1090,880,1988,6/24/2014,0.205058811,1
805000,2690,17461,2,2690,0,1997,11/17/2014,0.154057614,0
374950,2120,9653,2,2120,0,1992,8/19/2014,0.219620843,0
640000,1620,1377,2,1100,520,2009,3/16/2015,1.176470588,1
789800,2605,2216,2,2090,515,1979,3/13/2015,1.175541516,1
521900,2100,12338,2,2100,0,1997,12/3/2014,0.170205868,0
680000,2120,3600,2,2120,0,2005,4/24/2015,0.588888889,0
515000,2130,219978,2,2130,0,1986,12/5/2014,0.009682786,0
286000,1800,3980,2,1800,0,2006,2/26/2015,0.452261307,0
280000,1580,7000,2,1580,0,1992,7/18/2014,0.225714286,0
756000,2160,7525,2,2160,0,1986,8/21/2014,0.287043189,0
800000,3240,7857,2,3240,0,1994,5/5/2014,0.412371134,0
545000,1900,3366,2,1900,0,1996,8/13/2014,0.564468212,0
487500,1810,1988,2,1350,460,1997,3/17/2015,0.910462777,1
475000,2600,7210,2,2600,0,1989,6/3/2014,0.360610264,0
352000,2090,3002,2,1670,420,2005,11/18/2014,0.696202532,1
685000,2370,4950,2,2370,0,2003,3/11/2015,0.478787879,0
783500,2850,7130,2,1990,860,1980,5/4/2014,0.399719495,1
567500,3090,67082,2,3090,0,1990,10/24/2014,0.046063027,0
537100,2450,7051,1,1870,580,1990,3/24/2015,0.347468444,1
490000,2230,5348,2,2230,0,2000,6/27/2014,0.41697831,0
579000,1710,1904,2,1140,570,2003,10/6/2014,0.898109244,1
475000,1320,1310,3,1320,0,2006,8/4/2014,1.007633588,0
570000,2400,6975,2,2400,0,1993,6/6/2014,0.344086022,0
510000,1830,8133,1,1390,440,1996,4/30/2015,0.225009222,1
606500,2170,5500,2,2170,0,2000,5/4/2015,0.394545455,0
580050,2360,4638,2,2360,0,1996,5/15/2014,0.508840017,0
550000,2010,2261,2,1390,620,2014,3/6/2015,0.888987174,1
495000,1800,7318,2,1800,0,1989,1/12/2015,0.245968844,0
200126,2040,15463,1,1340,700,1968,9/11/2014,0.131927828,1
765000,2310,11993,2,2310,0,1988,4/23/2015,0.192612357,0
610000,2260,33042,1,1660,600,1986,8/8/2014,0.068397797,1
479000,1710,8998,2,1710,0,1982,10/8/2014,0.190042232,0
345000,1540,3237,2,1540,0,1999,8/8/2014,0.47574915,0
770000,2900,23550,1,1490,1410,1987,9/4/2014,0.123142251,1
1225000,3420,79279,2,3420,0,1990,8/1/2014,0.043138788,0
505000,1610,4611,2,1610,0,1996,6/19/2014,0.34916504,0
242050,2170,9900,1,1690,480,1980,10/16/2014,0.219191919,1
720000,3170,7187,2,3170,0,2005,11/24/2014,0.441074162,0
770000,2430,54059,2,2430,0,1987,6/3/2014,0.044950887,0
419000,1970,4058,2,1970,0,2004,7/18/2014,0.485460818,0
666000,2140,2868,2,1770,370,2007,2/5/2015,0.746164575,1
350000,1860,21876,2,1860,0,1992,12/27/2014,0.085024685,0
229000,1190,3000,2,1190,0,2002,5/8/2014,0.396666667,0
609000,2630,10131,2,2630,0,1989,9/18/2014,0.25959925,0
415000,1710,4920,2,1710,0,1990,10/30/2014,0.347560976,0
183750,1770,3451,2,1770,0,2004,3/26/2015,0.512894813,0
525000,1740,2350,2,1120,620,1996,9/15/2014,0.740425532,1
565000,4040,8653,2,2900,1140,2006,12/18/2014,0.466890096,1
282000,1680,15711,1,1240,440,1994,5/27/2014,0.106931449,1
526500,1860,43170,2,1860,0,1986,10/28/2014,0.043085476,0
475000,2130,8022,2,2130,0,1985,9/22/2014,0.26551982,0
295000,1570,6932,2,1570,0,1993,4/24/2015,0.226485863,0
620000,2480,9041,2,2480,0,2004,5/20/2014,0.27430594,0
420000,2390,3903,2,1970,420,2006,12/12/2014,0.612349475,1
530000,3150,21893,2,3150,0,2006,8/14/2014,0.143881606,0
780000,2940,15875,2,2940,0,1994,3/5/2015,0.18519685,0
255000,1720,6200,2,1720,0,2014,3/30/2015,0.277419355,0
713414,2830,6000,1,1730,1100,1954,10/24/2014,0.471666667,1
270000,1660,5550,2,1660,0,2002,10/15/2014,0.299099099,0
1260000,3110,9930,1,1640,1470,1954,9/25/2014,0.313192346,1
545000,2760,17377,2,2760,0,2002,7/9/2014,0.158830638,0
660000,2650,11250,2,2650,0,2005,9/9/2014,0.235555556,0
295000,2030,4867,2,2030,0,2003,5/7/2015,0.41709472,0
300523,2370,6840,2,2370,0,1987,1/5/2015,0.346491228,0
220000,1430,9044,2,1430,0,1991,2/9/2015,0.158115878,0
700000,3110,123710,2,2430,680,1995,3/26/2015,0.025139439,1
550000,1680,10455,2,1680,0,1982,4/16/2015,0.160688666,0
327000,1810,7350,1,1310,500,1984,12/18/2014,0.246258503,1
431000,1690,2752,2,1690,0,1979,3/18/2015,0.614098837,0
915000,3140,9808,2,2500,640,2001,8/25/2014,0.320146819,1
590000,2830,5788,2,2830,0,2001,3/23/2015,0.48894264,0
898000,3530,9753,2,3530,0,1997,8/28/2014,0.361939916,0
385000,2230,8296,2,2230,0,2004,5/6/2015,0.268804243,0
585000,2290,5089,2,2290,0,2001,12/8/2014,0.449990175,0
585000,2290,5089,2,2290,0,2001,4/23/2015,0.449990175,0
368750,2230,5717,2,2230,0,2004,2/4/2015,0.390064719,0
589000,2250,4337,2,2250,0,2004,9/3/2014,0.518791792,0
316500,1770,3873,2,1770,0,2005,3/5/2015,0.45701007,0
525000,2970,11985,1,1770,1200,1995,5/6/2014,0.247809762,1
745000,2970,11985,1,1770,1200,1995,12/4/2014,0.247809762,1
267000,1580,12250,2,1580,0,1993,8/20/2014,0.128979592,0
464000,1690,4898,2,1690,0,2003,8/7/2014,0.345038791,0
321000,2014,4500,2,2014,0,2005,4/22/2015,0.447555556,0
549950,2680,5860,2,2680,0,2001,10/6/2014,0.457337884,0
1225000,2860,4500,2,1980,880,1915,10/7/2014,0.635555556,1
872500,2040,6000,1,1840,200,1951,8/26/2014,0.34,1
507000,2120,7201,2,2120,0,2003,6/19/2014,0.294403555,0
230000,1340,3011,2,1340,0,1995,11/17/2014,0.445034872,0
335000,2588,5701,2,2588,0,2008,10/22/2014,0.453955446,0
550000,2800,10603,2,2800,0,2001,2/11/2015,0.264076205,0
289950,1770,9450,1,1770,0,1988,5/1/2015,0.187301587,0
1085000,2840,7500,2,2840,0,1997,4/29/2015,0.378666667,0
615000,1980,3128,2,1890,90,2009,9/3/2014,0.632992327,1
1031000,4110,35741,2,4110,0,1976,9/29/2014,0.114993984,0
1150000,4190,9624,2,4190,0,1999,8/20/2014,0.435369909,0
250000,1610,6600,2,1610,0,1994,9/11/2014,0.243939394,0
339999,2360,8093,2,2360,0,1995,12/18/2014,0.291610033,0
325000,1740,5267,2,1740,0,1999,8/19/2014,0.330358838,0
335000,1740,5267,2,1740,0,1999,4/21/2015,0.330358838,0
809000,2590,7720,2,2590,0,1988,6/17/2014,0.335492228,0
535000,2790,19485,2,2790,0,1990,8/18/2014,0.143187067,0
550000,1550,1092,3,1390,160,2004,10/22/2014,1.419413919,1
678000,2640,5964,2,2640,0,2003,7/25/2014,0.442655936,0
999000,2710,23292,1,2080,630,1956,10/30/2014,0.116348961,1
450000,1480,1961,2,1480,0,2005,6/6/2014,0.754716981,0
246000,1650,6675,1,1290,360,1990,11/19/2014,0.247191011,1
650000,2350,3750,2,1740,610,2003,11/5/2014,0.626666667,1
502000,1870,9135,1,1250,620,1984,11/4/2014,0.20470717,1
279000,1660,7388,2,1660,0,2003,12/18/2014,0.224688684,0
568000,2740,22499,2,2740,0,1994,3/11/2015,0.12178319,0
802000,2580,13096,2,2580,0,1986,5/14/2014,0.19700672,0
338000,1590,7819,2,1590,0,1992,8/18/2014,0.203350812,0
665000,2330,15536,1,2330,0,1996,9/3/2014,0.149974253,0
751000,2840,6854,2,2840,0,2002,3/26/2015,0.41435658,0
509950,2210,70567,2,2210,0,1995,8/19/2014,0.031317755,0
349950,2390,6441,2,2390,0,2002,7/31/2014,0.371060394,0
500000,2840,48716,1,1870,970,1994,6/19/2014,0.058297069,1
348000,2370,7500,1,1620,750,1979,4/30/2015,0.316,1
439950,1770,2875,2,1770,0,1990,5/2/2014,0.615652174,0
207000,1520,2550,2,1520,0,2005,9/2/2014,0.596078431,0
560000,3440,103672,2,3440,0,1990,9/26/2014,0.033181573,0
330000,1990,9995,2,1990,0,1996,12/31/2014,0.19909955,0
275000,1870,6821,2,1870,0,1989,7/28/2014,0.27415335,0
506000,2100,213008,1,2100,0,1990,8/5/2014,0.009858785,0
355900,2090,3821,2,2090,0,2008,5/4/2015,0.546977231,0
402000,1520,3425,2,1520,0,1986,8/29/2014,0.44379562,0
799990,2850,21780,2,2850,0,1994,2/18/2015,0.130853994,0
1075000,2830,56628,2,2830,0,2001,10/10/2014,0.049975277,0
450000,3800,13071,2,2730,1070,1994,3/18/2015,0.290719914,1
418200,2260,74297,2,2260,0,1992,2/24/2015,0.030418456,0
250000,1650,2802,2,1650,0,2004,8/28/2014,0.588865096,0
619000,2560,43608,2,2560,0,2002,8/25/2014,0.058704825,0
276900,1620,7320,2,1620,0,1989,1/28/2015,0.221311475,0
480000,2450,28185,2,2450,0,1990,10/29/2014,0.08692567,0
593567,1770,3205,2,1770,0,2005,4/29/2015,0.55226209,0
440000,2060,11231,2,2060,0,1987,8/14/2014,0.183420889,0
751000,3090,13316,2,3090,0,1992,7/16/2014,0.232051667,0
366000,1790,4065,2,1790,0,2009,10/2/2014,0.440344403,0
546200,2678,6607,2,2678,0,1998,10/27/2014,0.405327683,0
447000,1800,3074,2,1800,0,2003,3/16/2015,0.585556278,0
894400,3100,45738,2,3100,0,1991,4/10/2015,0.067777341,0
600000,2320,7609,2,2320,0,2003,7/4/2014,0.30490209,0
435000,2530,16102,2,2530,0,1989,10/27/2014,0.157123339,0
499950,2580,23925,2,2580,0,2001,2/24/2015,0.107836991,0
540000,1380,1021,2,1160,220,2008,8/5/2014,1.351616063,1
280000,1600,7936,2,1600,0,1996,9/24/2014,0.201612903,0
362000,2310,7485,2,2310,0,1986,11/11/2014,0.308617234,0
400000,1950,18533,2,1950,0,1988,3/24/2015,0.10521772,0
300000,1700,3575,2,1700,0,2000,6/18/2014,0.475524476,0
299250,2530,8669,2,2530,0,1990,10/30/2014,0.291844503,0
860000,2770,9136,2,2770,0,1991,5/29/2014,0.303196147,0
745000,2810,435600,2,2810,0,1995,12/22/2014,0.006450872,0
240000,1620,5250,2,1620,0,1987,11/10/2014,0.308571429,0
819000,2750,226512,2,2750,0,2000,2/20/2015,0.012140637,0
265000,1890,6088,2,1890,0,1996,3/9/2015,0.310446781,0
505000,1995,1483,3,1760,235,2005,10/6/2014,1.345246123,1
374990,1300,10484,2,1300,0,1983,3/31/2015,0.123998474,0
782500,3750,7821,2,3750,0,2001,4/24/2015,0.479478328,0
389950,2170,8140,2,2170,0,1994,3/17/2015,0.266584767,0
560000,2780,32880,1,2780,0,1993,9/12/2014,0.084549878,0
814842,3190,6899,2,3190,0,2014,7/11/2014,0.462385853,0
